APA Tenant,HasPay,Segment,Industry,Sub Industry,ERP,Medius Territory,Sum of Employees,Capture License Type,Sum of APA License utilization,AP Automation,Sum of ACV (USD),Sum of Number of Locations,ActivatedModules,ActiveSubsidiaries,ActiveUsers,AvgCommentsPerDocument,AvgCompletedTasksPerWeek,AvgInvoicesPerMonth,AvgLinesPerInvoice,AvgOverdueDays,DistinctLanguages,AvgTimeToCompleteTask,TotalArchivedInvoices,OverdueInvoiceCount,MinInvoiceDate,RootCompanyCreatedTimestamp,Account Description
kontio,0,Mid-Market,Retail,Home Improvement & Hardware Retail,SAP Business ByDesign,Medius Sweden,25.0,Medius Capture,61.0,True,23577.16,1.0,7,2,86,1.307073955,2250.462962,1016.461538,1.057721596,8.098007,2,1.527789,12335,1857,9/13/2023 7:51,8/23/2022 9:33,"Kontio / Nurmijrven Nyttelyalue is a company that operates in the Construction industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Nurmijaervi, Uusimaa, Finland."
kopparbergs,0,Mid-Market,Travel & Tourism,Restaurants,Infor M3 Multi-Tenant Cloud,Medius Sweden,274.0,Medius Capture,91.0,True,17010.0,2.0,8,2,76,1.49640592,2309.888888,1103.461538,1.491340467,17.875959,2,1.666218,13578,782,3/13/2023 13:46,8/26/2022 7:08,"Kopparbergs Bryggeri AB is a company that operates in the Restaurants industry. It employs 251-500 people and has $1M-$5M of revenue. The company is headquartered in Borlaenge, Dalarna, Sweden."
kpg,0,Mid-Market,Professional Services,Commercial Printing,MS Dynamics 365 for Fi&Op,Medius Benelux,465.0,Medius Capture,90.0,True,42257.79,1.0,6,2,258,2.005365854,3865.105263,1579.888888,2.552891396,36.375898,3,4.087205,10935,4174,7/2/2024 7:16,5/25/2022 11:39,Paardekooper is a company that operates in the Internet industry. It employs 11-20 people and has $1M-$5M of revenue.
kraftpowercon,0,Mid-Market,Manufacturing - Non-Durables,'-,Infor M3,Medius Sweden,478.0,RSO Bulk,65.0,True,19634.08,2.0,8,2,112,2.158536585,1558.111111,796.153846,1.701769825,100.443661,2,1.553378,9839,852,4/3/2019 7:25,11/5/2018 9:17,"KraftPowercon offers innovative solutions, products and services within industrial power supply. We make your processes secure,more reliable, as efficient as possible and improves your availability."
kranlyft,0,Mid-Market,Construction,'-,iScala,Medius Sweden,10.0,Medius Capture,39.0,True,11032.69,2.0,7,2,21,1.383292383,428.666666,133.0,2.524298426,29.448186,2,2.850201,1333,386,5/29/2024 6:37,4/29/2024 16:31,'-
krehalon,0,Mid-Market,Professional Services,Commercial Printing,Infor M3 Multi-Tenant Cloud,Medius Benelux,106.0,Medius Capture,32.0,True,17829.87,1.0,9,2,40,1.491666667,323.574074,122.76923,1.414322251,11.575471,1,1.098197,1518,212,4/3/2023 7:59,1/26/2023 15:20,"Krehalon is a company that operates in the Packaging and Containers industry. It employs 101-250 people and has $10M-$25M of revenue. The company is headquartered in Deventer, Netherlands."
kss,0,Mid-Market,Logistics / Transportation,"Trucking, Moving & Storage",MS Dynamics GP,Medius Australia,268.0,Medius Capture,64.0,True,20293.84,17.0,6,27,609,1.195452111,4752.574074,2066.846153,1.000151481,62.913392,1,0.988941,25947,2367,5/29/2015 4:16,3/18/2015 6:20,"Kennards Self Storage, founded in 1947, is a storage company with 81 locations in Australia and New Zealand. The company offers moving solutions along with a variety of storage options."
kunskapsskolan,0,Mid-Market,Travel & Tourism,Fitness & Dance Facilities,Unit4 Business World On!; Visma.net,Medius Sweden,1696.0,Medius Capture,98.0,True,2986.63,1.0,8,5,158,1.637561779,4768.648148,1896.461538,1.000040955,15.00738,3,1.19081,24566,1626,4/1/2021 7:23,2/18/2021 15:58,"Kunskapsskolan is a Swedish group of independent schools for students from grades 4 to 9 in elementary school. It owns and develops Kunskapsskolan Education (KED) program that includes coaching, Web based curriculum and learning material, manuals, design"
kvalitetsbyggsgruppen,0,Mid-Market,Construction,'-,Byggsamordnaren; Visma Administration,MediusGo Sweden,52.0,ScanCloud,67.0,True,47001.64,2.0,8,14,48,1.75792888,2995.96,1059.25,1.489646384,28.058805,2,1.81619,11376,3197,4/8/2024 11:43,11/20/2023 14:30,"Kvalitetsbygg is a company that operates in the Construction industry. It employs 51-100 people and has $1M-$5M of revenue. The company is headquartered in Årsta, Stockholm, Sweden."
kvaser,0,Mid-Market,Consumer Products,Repair Services,Jeeves,Medius Sweden,21.0,Medius Capture,80.0,True,0.0,3.0,8,3,29,1.487603306,339.703703,124.846153,1.053649407,7.590909,2,0.917316,1613,66,1/25/2024 8:10,11/21/2023 8:43,"With 40 years of CAN development experience and over 100 CAN-related products to its name, Kvaser AB (www.kvaser.com) is the CAN data communications and embedded systems expert. Kvaser brings deep knowledge in CAN, with data communications experience in"
lagerhaus,0,Mid-Market,Retail,'-,MS Dynamics NAV,Medius Sweden,363.0,RSO Bulk,45.0,True,20037.7,5.0,7,3,131,1.341080402,1345.574074,570.615384,1.593123209,8.881987,3,1.992391,6744,644,1/2/2017 12:35,9/30/2016 6:41,"Since we first started back in 1996 the majority of our range has consisted of in-house designs and products. You can find our unique products in more than 40 stores across Sweden and Norway. If you don't have a store near you, visit our online store"
laitis,0,Mid-Market,Retail,Home Improvement & Hardware Retail,Custom ERP,Medius Sweden,536.0,Medius Capture,89.0,True,66248.28,1.0,8,6,111,2.201391515,13636.25926,7172.692307,5.360939032,17.366033,2,1.669749,88957,5688,3/1/2017 8:45,2/10/2017 11:00,"TOOLS Sverige AB is a company that operates in the Retail industry. It employs 501-1,000 people and has $100M-$250M of revenue. The company is headquartered in Alingsås, Vaestra Goetaland, Sweden."
lalakers,1,Mid-Market,Travel & Tourism,Sports Teams & Leagues,Oracle Fusion,Medius North America,141.0,Medius Capture,50.0,True,57909.0,1.0,11,9,252,1.485831142,1625.274509,743.692307,1.0,26.379243,1,3.755063,8594,5155,3/25/2024 17:25,11/10/2023 10:41,"Founded in 1947 and headquartered in El Segundo, California, Los Angeles Lakers is an American professional basketball team."
lamifil,0,Mid-Market,Manufacturing - Non-Durables,Wire & Cable,IBS Enterprise / ASW,Medius Benelux,358.0,Medius Capture,77.0,True,19386.45,2.0,7,2,93,2.187144886,1387.888888,639.0,2.094173782,37.243193,2,2.967388,7631,2167,4/25/2023 13:56,6/3/2022 7:15,"Lamifil is a leading global manufacturer of high-end products in copper, aluminium and copper and aluminium alloys. It designs and produces innovative and efficient overhead conductors, catenary wires and products with applications in the automotive, aer"
landolakes,0,Enterprise,Manufacturing - Non-Durables,Membership Organizations,Oracle JD Edwards,Medius North America,9000.0,Medius Capture,68.0,True,389760.0,13.0,9,16,2593,2.160951631,83530.01852,42950.76923,1.730495646,13.060277,1,1.426775,475956,158152,9/7/2022 19:03,4/13/2022 21:14,"Land OLakes, Inc. is one of Americas premiere member-owned cooperatives. We offer local cooperatives and agricultural producers across the nation an extensive line of agricultural supplies, as well as state-of-the-art production and business services. We"
langpharma,0,Mid-Market,Manufacturing - Non-Durables,Pharmaceuticals,Exact Financials,Medius North America,81.0,Medius Capture,65.0,True,29811.0,2.0,8,2,48,2.048379052,1357.809523,459.666666,1.352429297,11.576595,1,3.396546,2316,470,10/25/2024 13:08,3/27/2024 21:33,"Established in 1984, Lang Pharma Nutrition is a full service, mass market private label and corporate brand manufacturer. We specialize in delivering turn key products, featuring exclusive and innovative materials and backed by strong science, across a b"
lannett,0,Mid-Market,Manufacturing - Non-Durables,Pharmaceuticals,SAP,Medius North America,96.0,Medius Capture,29.0,True,48174.6,2.0,6,3,107,1.799484204,1662.592592,733.307692,1.427318157,34.677658,1,1.765228,8715,2426,11/17/2021 17:36,1/13/2021 14:00,"Kremers Urban Pharmaceuticals Inc. is a Pharmaceuticals company located in 902 Carnegie Center, Princeton, New Jersey, United States."
lbh,0,Mid-Market,Manufacturing - Non-Durables,Boats & Submarines,MS Dynamics 365 for Fi&Op,Medius Benelux,505.0,Medius Capture,48.0,True,37734.83,2.0,6,2,23,1.567639257,2182.166666,1181.0,1.137663533,20.705144,2,0.59427,14950,797,10/12/2021 14:27,1/26/2021 8:10,"The LBH Group was founded in April 1984 by Dutch brothers Jan and Bert Lagendijk in their home port of Rotterdam. The brothers had both held various positions in Agency, Stevedoring and Trading before starting LBH. They had grown up around ships and comm"
lbs,0,Mid-Market,Financial Services,Lending & Brokerage,Oracle EBS,Medius UK,1361.0,Medius Capture,72.0,True,142920.51,5.0,14,2,236,2.411144996,1899.608695,814.666666,1.105771206,20.455097,1,1.2655,3347,1648,10/12/2024 9:42,1/25/2024 17:40,"Leeds Building Society, established in 1875 and headquartered in Leeds, United Kingdom, offers a range of savings, mortgage, and insurance products."
lcc,0,Mid-Market,Travel & Tourism,Fitness & Dance Facilities,Adept,Medius Australia,373.0,Medius Capture,67.0,True,23314.41,3.0,6,2,25,1.090780393,3070.388888,1369.692307,1.025317173,5.108995,1,0.966352,16724,2468,4/28/2023 0:17,2/10/2023 0:21,"The Liverpool Catholic Club has its foundations in the All Saints' Golf Club. This group of men played once a month at one of the many Public courses surrounding Liverpool. Twenty four men would hit off at 12 Noon, this allowed the Assistant Priests"
leab,0,Mid-Market,Retail,Grocery Retail,'-,Medius Sweden,8.0,Medius Capture,71.0,True,6557.87,2.0,5,11,547,1.534818016,2995.703703,1400.0,1.137864078,19.760083,3,2.091241,17706,1438,4/28/2023 10:11,2/7/2023 12:19,"Lantmnnen is an agricultural cooperative and Northern Europe's leader in agriculture, machinery, bioenergy and food products. Owned by 25,000 Swedish farmers, we have 10,000 employees, operations in over 20 countries and an annual turnover of SEK 40"
leiab,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",Pyramid,Medius Sweden,61.0,RSO Bulk,90.0,True,12826.67,1.0,9,2,27,1.370579915,1730.26,714.538461,1.032471047,4.965665,2,0.822341,9168,233,6/12/2019 8:20,12/18/2018 8:11,"Each year, LEIAB manufacture more than 50 000 products - side hung windows, tilt/turn windows, fixed windows, sliding doors and French doors are all made in our factory in Mariannelund, Sweden. We are a company that stay true to our word and always offer"
leisure,0,Mid-Market,Financial Services,Investment Banking,Accountview,Medius Benelux,60.0,RSO Bulk,44.0,True,47255.08,1.0,9,26,490,1.561710868,3752.333333,1518.846153,1.002358103,50.201369,9,5.488446,17374,10225,4/19/2018 13:45,11/28/2017 13:26,"Leisure Holding BV is a company that operates in the Leisure, Travel & Tourism industry. It employs 11-20 people and has $5M-$10M of revenue. The company is headquartered in Amsterdam, Netherlands."
leksandsbrod,0,Mid-Market,Retail,Grocery Retail,Movex,Medius Sweden,72.0,Medius Capture,92.0,True,15337.35,1.0,7,3,40,1.214650767,1381.24074,579.076923,1.138967136,15.189151,2,1.094554,7358,719,1/4/2024 15:40,4/28/2023 13:57,"All of our employees are responsible for the safety and quality of our products. It shall be the goal of Leksands Knäckebröd and each one of its employees to deliver products with zero faults, such that they achieve the expected quality for the next cust"
les,1,Mid-Market,Energy / Utilities,"Waste Treatment, Environmental Services & Recycling",MS Dynamics GP,Medius North America,881.0,Medius Capture,46.0,True,141795.12,30.0,11,2,226,1.902724482,6380.351851,2749.846153,8.306901963,26.68819,1,1.423167,33945,18909,9/21/2022 20:11,1/20/2022 14:04,"Founded in 2002, Liquid Environmental Solutions is a full service waste management company. Liquid Environmental Solutions offers liquid and hazerdous waste collection, trasnportation, processing, and disposal services. Liquid Environmental Solutions is"
lesjofors,0,Mid-Market,Manufacturing - Non-Durables,Wire & Cable,Infor M3,Medius Sweden,1500.0,Medius Capture,91.0,True,49453.96,3.0,6,33,261,1.37810855,10657.42593,4354.230769,1.805753209,22.934811,8,1.130824,55118,4510,11/25/2021 8:00,9/30/2021 12:15,"Founded in 1675, Lesjöfors manufactures customized industrial springs, wire, and flat strip components. This company is headquartered in Kaarina, Southwest Finland."
lfab,0,Mid-Market,Insurance,'-,Oracle JD Edwards EnterpriseOne,Medius Sweden,600.0,Medius Capture,81.0,True,146786.58,3.0,5,24,1249,1.662532716,12491.14815,4870.76923,1.068248493,19.740336,4,1.743057,61039,8615,10/30/2015 21:35,11/13/2014 14:25,"Idag IBS Attest har byt aff�rssystem till JD Edwards Enterprise One. Attest integrated to ASW, Prosit and Enterprise One"
lindsay,0,Mid-Market,Manufacturing - Non-Durables,Industrial Machinery & Equipment,MS Dynamics 365 Business Central,Medius North America,1209.0,Medius Capture,50.0,True,135621.0,6.0,9,7,165,1.864062275,6952.314814,3311.846153,1.814282342,20.348883,1,0.791539,39917,5059,12/11/2019 16:26,4/26/2019 7:56,"Liquid resources are big assets at Lindsay Corp. The company designs and manufactures irrigation systems primarily for farmers. The Zimmatic brand irrigation system, a self-propelled center-pivot and lateral-move lineup, is designed to use water, energy,"
lkab,0,Mid-Market,Minerals & Mining,'-,IFS,Medius Sweden,1409.0,Medius Capture,95.0,True,318833.17,2.0,10,22,2643,2.106461378,51084.33333,21365.15385,2.187174253,18.300854,7,2.140137,255860,35818,12/4/2020 7:09,6/16/2020 8:14,"LKAB Malmtrafik, earlier Malmtrafik i Kiruna AB, is a Swedish railway company which operates the iron ore freight trains on the Iron Ore Line and the Ofoten Line. MTAB is a wholly owned subsidiary of the mining company LuossavaaraKiirunavaara. In Norway,"
lm,1,Mid-Market,Agriculture & Forestry,Crops,MS Dynamics 365 for Fi&Op,Medius North America,100.0,Medius Capture,29.0,True,100737.0,9.0,10,13,54,1.442684928,3321.296296,1802.307692,1.293177545,29.354647,1,1.431455,17308,7100,2/12/2024 16:07,6/26/2023 14:08,"Founded in 1964, L&M Companies grows a variety of products such as onions, potatoes, peppers, cucumbers, apples, cabbage, broccoli, melons, and more. The company partners with family farms across the country."
lornajane,0,Mid-Market,Retail,Apparel & Accessories Retail,Oracle NetSuite,Medius Australia,2273.0,Medius Capture,67.0,False,0.0,8.0,9,15,56,1.744475921,1737.462962,828.0,5.793845263,41.623312,1,2.369874,9815,3629,11/10/2020 5:50,2/8/2020 16:25,"Established in 1990, Lorna Jane is a manufacturer and retailer of women's activewear. They are based in Brisbane, Australia."
loughtoncontracts,0,Mid-Market,Construction,Commercial & Residential Construction,Sage 200,Medius UK,117.0,Medius Capture,59.0,True,48156.16,2.0,9,2,110,2.290306708,5234.833333,2520.461538,2.868406054,12.133208,1,1.884999,28564,24518,1/15/2024 10:23,10/7/2021 9:45,Loughton Contracts is the UK's leading flooring contractor and we love helping clients. Our experience is more than 30 years.
loval,0,Mid-Market,Manufacturing - Non-Durables,'-,MS Dynamics AX,Medius Sweden,274.0,Medius Capture,70.0,True,19408.34,1.0,8,2,67,1.36344086,1451.703703,595.142857,1.654741897,6.971774,2,1.421084,3788,248,9/13/2024 5:35,5/29/2023 8:33,Loval designs and produces a wide range of pipe heat exchangers for various heat transfer applications. Loval Pipe Heat Exhanger is a combination of different pipe diameters and connectors. Dimensioning is based on required power and flow rate. Materials
lovetodream,0,Mid-Market,Retail,Apparel & Accessories Retail,Oracle NetSuite,Medius Australia,57.0,Medius Capture,32.0,True,20047.22,2.0,7,10,48,1.583629893,522.633333,169.0,1.164201183,13.006036,1,1.672466,1189,497,8/14/2024 1:12,10/25/2023 1:47,"Love From Bug is an Australian owned and operated family business. We design and manufacture a range of super absorbent bids and accessories for babies and toddlers, providing a dry alternative to the run-of-the-mill bibs, teethers and towels in the m"
lowandbonar,0,Mid-Market,Manufacturing - Non-Durables,Industrial Machinery & Equipment,Oracle JD Edwards,Medius Benelux,317.0,Medius Capture,87.0,True,48866.28,2.0,6,9,119,1.298055556,3180.0,1580.384615,1.278023599,19.872485,3,1.639488,17221,2635,6/8/2022 12:26,1/13/2022 12:53,"We design and manufacture components which add value to, and improve the performance of, our customers� products by engineering a wide range of polymers using our own technologies to create yarns, fibres, industrial and coated fabrics and composite mater"
loyds,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,MS Dynamics 365 for Fi&Op,Medius Norway,84.0,Medius Capture,80.0,True,19876.13,1.0,8,4,65,1.449296179,1682.166666,766.846153,1.817387772,21.958793,2,1.806424,8755,1359,10/6/2016 9:50,6/10/2016 11:19,"Loyds er en moderne produksjonsbedrift og en ledende innovasjonsdrivende aktør innen tilbehør til nyttekjøretøyer. I sortimentet har vi Skillevegger for å bedre bilen som arbeidsplass, Smartfloor for å sikre effektivitet og trygghet for håndverkere, Gulv"
